uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000252814090236	0.00670024758815	0.0086067402051	0.0408685452308	0.000603405891029	0.997023809524	0.222222222222	0.8	0.22754491018
1392518336	0.000287452747699	0.00285494749424	0.0175214805083	0.0137672353981	0.00245832029679	0.998511904762	0.222222222222	0.733333333333	0.952095808383
361208576	0.000152265765099	0.00197046017246	0.00712579578049	0.00218688787264	0.000625754257364	0.99751984127	0.333333333333	0.533333333333	0.77245508982
1535215357	0.000570335116984	0.00831896183727	0.170761069151	0.168829277081	0.00151968891074	0.998511904762	0.111111111111	0.733333333333	0.137724550898
4396196375	0.000301404429178	0.0033091436865	0.0334357274662	0.0517742349726	0.00167612747508	0.999503968254	0.111111111111	0.866666666667	0.946107784431
17938477	8.0101895384e-05	0.0017075044822	0.0049679779839	0.0154212969529	0.00125150851473	0.996031746032	0.333333333333	1.0	0.239520958084
720288026681716737	1.63571438021e-05	0.000239050627508	0.00864671661901	7.09157329428e-05	0.00194430787109	1.0	0.222222222222	0.8	0.51497005988
174004739	8.85210135175e-05	0.0064168018441	0.0512388599817	0.254752312428	0.000603405891029	0.997023809524	0.111111111111	0.8	0.0
53783678	0.00018257459038	0.00368479467259	0.035769804906	0.133549658263	0.00116211504939	0.996527777778	0.333333333333	0.6	0.724550898204
257662370	0.000183536775309	0.00470246734398	0.0174805955395	0.0180394291475	0.000648102623698	0.99751984127	0.333333333333	0.933333333333	0.526946107784
4795355113	6.85556762296e-05	0.00138649363955	0.000703221462973	0.00079923947668	0.000178786930675	1.0	0.333333333333	0.933333333333	0.958083832335
1633971270	2.74222704918e-05	0.0002014855289	0.00696679867969	0.0113580171194	4.46967326688e-05	0.998511904762	0.222222222222	0.866666666667	0.479041916168
2803810119	1.37111352459e-05	0.00110646290447	0.0035842489295	0.0157471259962	6.70450990033e-05	0.999007936508	0.111111111111	0.666666666667	0.0
2244770588	0.011405018516	0.0828139673867	0.0113314962354	0.00379878331602	0.00527421445492	0.998511904762	0.111111111111	0.933333333333	0.766467065868
102071251	8.34695426374e-05	0.00267053701016	0.00514787184652	0.00132823251161	0.000491664059357	0.997023809524	0.222222222222	0.4	0.622754491018
3358825450	8.22668114755e-05	0.000478101255016	0.00412574762708	0.0203758150518	0.0	0.999503968254	0.111111111111	0.8	0.11377245509
555940842	0.000104156518622	0.0014103987023	0.0385181833627	0.0236935213686	0.000111741831672	0.998015873016	0.111111111111	0.8	0.353293413174
2469354073	2.06869759851e-05	0.000153675403398	0.000133557564673	3.4499545756e-05	0.000268180396013	0.999007936508	0.222222222222	1.0	0.0
360464656	9.52563080243e-05	0.00282079740459	0.0744279057174	0.0251156693104	0.000312877128682	0.99751984127	0.222222222222	0.8	0.880239520958
77243076	2.16491609146e-05	0.000645436694271	0.0111861274575	7.66656572355e-06	0.000223483663344	0.996527777778	0.333333333333	0.8	0.305389221557
